DEPARTAMENTO;CLASE;TIPO;NOMBRE;NOMBRE CIENTÍFICO;IMAGEN;ICONO
Boyacá;Hongos;Todos;Pollo del Bosque;Laetiporus sulphureus;https://inaturalist-open-data.s3.amazonaws.com/photos/42106925/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Suillus luteus;https://inaturalist-open-data.s3.amazonaws.com/photos/12823339/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Protostropharia semiglobata;https://inaturalist-open-data.s3.amazonaws.com/photos/65035330/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Cladonia confusa;https://inaturalist-open-data.s3.amazonaws.com/photos/35015411/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Nectria pseudotrichia;https://inaturalist-open-data.s3.amazonaws.com/photos/26049602/small.jpg;No disponible
Boyacá;Hongos;Todos;Matacandil;Coprinus comatus;https://inaturalist-open-data.s3.amazonaws.com/photos/4907999/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Candolleomyces candolleanus;https://inaturalist-open-data.s3.amazonaws.com/photos/3081162/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Cortinarius iodes;https://inaturalist-open-data.s3.amazonaws.com/photos/196480/small.jpg;No disponible
Boyacá;Hongos;Todos;Hongo Azul;Lactarius indigo;https://inaturalist-open-data.s3.amazonaws.com/photos/28314678/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Cyptotrama asprata;https://inaturalist-open-data.s3.amazonaws.com/photos/385440875/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Collybia sordida;https://inaturalist-open-data.s3.amazonaws.com/photos/276391213/small.jpg;No disponible
Boyacá;Hongos;Todos;Liquen Dorado;Crocodia aurata;https://inaturalist-open-data.s3.amazonaws.com/photos/247563722/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Leptogium phyllocarpum;https://inaturalist-open-data.s3.amazonaws.com/photos/173459317/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Cookeina venezuelae;https://inaturalist-open-data.s3.amazonaws.com/photos/12330238/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Panaeolus foenisecii;https://inaturalist-open-data.s3.amazonaws.com/photos/21375273/small.jpeg;No disponible
Boyacá;Hongos;Todos;Enano Blanco;Leucoagaricus leucothites;https://inaturalist-open-data.s3.amazonaws.com/photos/12938364/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Hypomyces chrysospermus;https://inaturalist-open-data.s3.amazonaws.com/photos/12154069/small.jpg;No disponible
Boyacá;Hongos;Todos;Sombrerito Bailador;Lentinus crinitus;https://inaturalist-open-data.s3.amazonaws.com/photos/259136622/small.jpeg;No disponible
Boyacá;Hongos;Todos;Hongo de Copa Rosada;Cookeina tricholoma;https://static.inaturalist.org/photos/66678002/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Pluteus chrysophlebius;https://inaturalist-open-data.s3.amazonaws.com/photos/5442189/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Hypholoma subviride;https://inaturalist-open-data.s3.amazonaws.com/photos/5762409/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Gymnopilus purpuratus;https://static.inaturalist.org/photos/1257491/small.;No disponible
Boyacá;Hongos;Todos;No disponible;Scleroderma citrinum;https://inaturalist-open-data.s3.amazonaws.com/photos/1334660/small.JPG;No disponible
Boyacá;Hongos;Todos;Plúteo Cervino;Pluteus cervinus;https://static.inaturalist.org/photos/116658302/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Volvopluteus gloiocephalus;https://inaturalist-open-data.s3.amazonaws.com/photos/22624144/small.jpg;No disponible
Boyacá;Hongos;Todos;Hongo Amarillo de Las Macetas;Leucocoprinus birnbaumii;https://inaturalist-open-data.s3.amazonaws.com/photos/24946257/small.jpg;No disponible
Boyacá;Hongos;Todos;Panza de Toro;Favolus brasiliensis;https://inaturalist-open-data.s3.amazonaws.com/photos/249484764/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Stropharia rugosoannulata;https://inaturalist-open-data.s3.amazonaws.com/photos/282486244/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Pisolithus arhizus;https://inaturalist-open-data.s3.amazonaws.com/photos/414890506/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Coltricia cinnamomea;https://inaturalist-open-data.s3.amazonaws.com/photos/76567/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Tetrapyrgos nigripes;https://inaturalist-open-data.s3.amazonaws.com/photos/4943945/small.jpeg;No disponible
Boyacá;Hongos;Todos;Hongos del Excremento;Deconica coprophila;https://inaturalist-open-data.s3.amazonaws.com/photos/5753510/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Phylloporus rhodoxanthus;https://inaturalist-open-data.s3.amazonaws.com/photos/44282403/small.jpg;No disponible
Boyacá;Hongos;Todos;Hongo Costra Púrpura;Punctularia atropurpurascens;https://static.inaturalist.org/photos/43397361/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Panaeolus cinctulus;https://inaturalist-open-data.s3.amazonaws.com/photos/13676246/small.jpg;No disponible
Boyacá;Hongos;Todos;Oreja de Chancho;Auricularia fuscosuccinea;https://inaturalist-open-data.s3.amazonaws.com/photos/255556755/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Lactarius lignyotus;https://inaturalist-open-data.s3.amazonaws.com/photos/111185410/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Cladonia verticillata;https://inaturalist-open-data.s3.amazonaws.com/photos/319062449/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Hydnellum caeruleum;https://inaturalist-open-data.s3.amazonaws.com/photos/2271017/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Panaeolus semiovatus;https://inaturalist-open-data.s3.amazonaws.com/photos/77915877/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Irpex rosettiformis;https://static.inaturalist.org/photos/64151799/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Lepiota atrodisca;https://inaturalist-open-data.s3.amazonaws.com/photos/4144184/small.;No disponible
Boyacá;Hongos;Todos;No disponible;Xylaria filiformis;https://inaturalist-open-data.s3.amazonaws.com/photos/1846932/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Lactifluus gerardii;https://inaturalist-open-data.s3.amazonaws.com/photos/21925917/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Lycoperdon fuligineum;https://inaturalist-open-data.s3.amazonaws.com/photos/58225984/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Calvatia rugosa;https://static.inaturalist.org/photos/265106917/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Dacryopinax martinii;https://inaturalist-open-data.s3.amazonaws.com/photos/92694647/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Amanita arocheae;https://inaturalist-open-data.s3.amazonaws.com/photos/5751330/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Phyllobaeis imbricata;https://inaturalist-open-data.s3.amazonaws.com/photos/170916202/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Amanita fuligineodisca;https://inaturalist-open-data.s3.amazonaws.com/photos/180780580/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Amanita sororcula;https://inaturalist-open-data.s3.amazonaws.com/photos/5745697/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Gloiocephala epiphylla;https://inaturalist-open-data.s3.amazonaws.com/photos/110875253/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Sticta humboldtii;https://static.inaturalist.org/photos/84620140/small.jpeg;No disponible
Boyacá;Hongos;Todos;Hongo Cola de Guajolote;Stereum hirsutum;https://inaturalist-open-data.s3.amazonaws.com/photos/102031948/small.jpeg;No disponible
Boyacá;Hongos;Todos;Hongo Temblón Amarillo;Tremella mesenterica;https://static.inaturalist.org/photos/56108682/small.jpeg;No disponible
Boyacá;Hongos;Todos;Hongo del Artista;Ganoderma applanatum;https://inaturalist-open-data.s3.amazonaws.com/photos/87978650/small.jpeg;No disponible
Boyacá;Hongos;Todos;Hongo Pulmón;Pleurotus pulmonarius;https://inaturalist-open-data.s3.amazonaws.com/photos/59421868/small.jpeg;No disponible
Boyacá;Hongos;Todos;Agrito;Laccaria laccata;https://inaturalist-open-data.s3.amazonaws.com/photos/4135349/small.;No disponible
Boyacá;Hongos;Todos;Hongo Astas de Carbón;Xylaria hypoxylon;https://inaturalist-open-data.s3.amazonaws.com/photos/57292054/small.jpeg;No disponible
Boyacá;Hongos;Todos;Sombrilla Japonesa;Parasola plicatilis;https://inaturalist-open-data.s3.amazonaws.com/photos/323098943/small.jpg;No disponible
Boyacá;Hongos;Todos;Hongo Lechoso;Conocybe apala;https://inaturalist-open-data.s3.amazonaws.com/photos/10358324/small.jpg;No disponible
Boyacá;Hongos;Todos;Hongo Cabeza Roja;Leratiomyces ceres;https://inaturalist-open-data.s3.amazonaws.com/photos/12439328/small.jpeg;No disponible
Boyacá;Hongos;Todos;Champiñón de Prado;Agaricus campestris;https://static.inaturalist.org/photos/5416073/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Gymnopus dryophilus;https://inaturalist-open-data.s3.amazonaws.com/photos/11990816/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Mycena haematopus;https://inaturalist-open-data.s3.amazonaws.com/photos/251787742/small.jpg;No disponible
Boyacá;Hongos;Todos;Hongo de Invierno;Flammulina velutipes;https://inaturalist-open-data.s3.amazonaws.com/photos/95238/small.jpg;No disponible
Boyacá;Hongos;Todos;Hongo Violeta;Laccaria amethystina;https://inaturalist-open-data.s3.amazonaws.com/photos/9945/small.jpg;No disponible
Boyacá;Hongos;Todos;Hongo de la Risa;Gymnopilus junonius;https://inaturalist-open-data.s3.amazonaws.com/photos/128374421/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Pseudoinonotus dryadeus;https://inaturalist-open-data.s3.amazonaws.com/photos/11368887/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Xeromphalina campanella;https://inaturalist-open-data.s3.amazonaws.com/photos/270127275/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Aleuria aurantia;https://inaturalist-open-data.s3.amazonaws.com/photos/73851/small.JPG;No disponible
Boyacá;Hongos;Todos;Panza Babosa;Suillus granulatus;https://inaturalist-open-data.s3.amazonaws.com/photos/66593641/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Clavaria fragilis;https://inaturalist-open-data.s3.amazonaws.com/photos/6517/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Laetiporus gilbertsonii;https://inaturalist-open-data.s3.amazonaws.com/photos/161549202/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Hygrocybe coccinea;https://inaturalist-open-data.s3.amazonaws.com/photos/440208/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Myxarium nucleatum;https://inaturalist-open-data.s3.amazonaws.com/photos/256326217/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Rickenella fibula;https://inaturalist-open-data.s3.amazonaws.com/photos/240071558/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Chlorociboria aeruginascens;https://inaturalist-open-data.s3.amazonaws.com/photos/32471764/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Leucocoprinus cepistipes;https://inaturalist-open-data.s3.amazonaws.com/photos/22546359/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Daldinia concentrica;https://static.inaturalist.org/photos/102049991/small.jpeg;No disponible
Boyacá;Hongos;Todos;Estrella de la Tierra;Geastrum saccatum;https://inaturalist-open-data.s3.amazonaws.com/photos/1196356/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Cantharellus lateritius;https://static.inaturalist.org/photos/23237875/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Dibaeis baeomyces;https://inaturalist-open-data.s3.amazonaws.com/photos/100238984/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Porodaedalea pini;https://inaturalist-open-data.s3.amazonaws.com/photos/57995/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Gymnopus brassicolens;https://inaturalist-open-data.s3.amazonaws.com/photos/14410706/small.jpg;No disponible
Boyacá;Hongos;Todos;Hongo Cabeza de Cono;Conocybe tenera;https://static.inaturalist.org/photos/5553532/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Hydnellum peckii;https://inaturalist-open-data.s3.amazonaws.com/photos/110612066/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Heimiomyces tenuipes;https://static.inaturalist.org/photos/185988383/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Pseudosperma sororium;https://inaturalist-open-data.s3.amazonaws.com/photos/54131845/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Xylaria longipes;https://inaturalist-open-data.s3.amazonaws.com/photos/54422353/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Panus conchatus;https://inaturalist-open-data.s3.amazonaws.com/photos/206306301/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Lactifluus deceptivus;https://inaturalist-open-data.s3.amazonaws.com/photos/4159876/small.;No disponible
Boyacá;Hongos;Todos;No disponible;Cyclocybe parasitica;https://inaturalist-open-data.s3.amazonaws.com/photos/29490993/small.jpeg;No disponible
Boyacá;Hongos;Todos;Gorro Verde;Russula virescens;https://inaturalist-open-data.s3.amazonaws.com/photos/9476621/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Psathyrella bipellis;https://inaturalist-open-data.s3.amazonaws.com/photos/248637539/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Cladonia floerkeana;https://inaturalist-open-data.s3.amazonaws.com/photos/48847521/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Stereum rugosum;https://inaturalist-open-data.s3.amazonaws.com/photos/21545679/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Panaeolus cyanescens;https://inaturalist-open-data.s3.amazonaws.com/photos/270043934/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Xylaria flabelliformis;https://inaturalist-open-data.s3.amazonaws.com/photos/20482700/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Cordyceps tenuipes;https://inaturalist-open-data.s3.amazonaws.com/photos/1676350/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Lentinus flexipes;https://inaturalist-open-data.s3.amazonaws.com/photos/5745548/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Favolaschia manipularis;https://inaturalist-open-data.s3.amazonaws.com/photos/344946219/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Roridomyces austrororidus;https://inaturalist-open-data.s3.amazonaws.com/photos/19397475/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Panellus pusillus;https://inaturalist-open-data.s3.amazonaws.com/photos/5748774/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Mycena sanguinolenta;https://inaturalist-open-data.s3.amazonaws.com/photos/44667395/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Trametes menziesii;https://static.inaturalist.org/photos/53874361/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Cymatoderma caperatum;https://inaturalist-open-data.s3.amazonaws.com/photos/8979914/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Leccinellum rugosiceps;https://inaturalist-open-data.s3.amazonaws.com/photos/13078694/small.jpeg;No disponible
Boyacá;Hongos;Todos;Hongo Derrumbe;Psilocybe caerulescens;https://inaturalist-open-data.s3.amazonaws.com/photos/4019501/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Pseudocyphellaria glabra;https://inaturalist-open-data.s3.amazonaws.com/photos/114362196/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Panus strigellus;https://inaturalist-open-data.s3.amazonaws.com/photos/261756139/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Bolbitius coprophilus;https://inaturalist-open-data.s3.amazonaws.com/photos/79057210/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Coltricia australica;https://inaturalist-open-data.s3.amazonaws.com/photos/68721748/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Physisporinus lineatus;https://inaturalist-open-data.s3.amazonaws.com/photos/263923962/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Marasmius hymenogloeus;https://inaturalist-open-data.s3.amazonaws.com/photos/8964950/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Laternea pusilla;https://inaturalist-open-data.s3.amazonaws.com/photos/452486/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Tylopilus violatinctus;https://inaturalist-open-data.s3.amazonaws.com/photos/2965875/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Favolus tessellatus;https://inaturalist-open-data.s3.amazonaws.com/photos/329540557/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Coprinopsis pseudonivea;https://static.inaturalist.org/photos/103758831/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Marasmius tageticolor;https://inaturalist-open-data.s3.amazonaws.com/photos/140465254/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Laccaria major;https://inaturalist-open-data.s3.amazonaws.com/photos/2891641/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Parasola misera;https://static.inaturalist.org/photos/337821264/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Lobariella reticulata;https://inaturalist-open-data.s3.amazonaws.com/photos/182469491/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Cyathus striatus;https://inaturalist-open-data.s3.amazonaws.com/photos/2324355/small.jpg;No disponible
Boyacá;Hongos;Todos;Sombrilla Café;Chlorophyllum brunneum;https://inaturalist-open-data.s3.amazonaws.com/photos/13616329/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Puccinia malvacearum;https://inaturalist-open-data.s3.amazonaws.com/photos/363602043/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Echinoderma asperum;https://inaturalist-open-data.s3.amazonaws.com/photos/253686/small.JPG;No disponible
Boyacá;Hongos;Todos;No disponible;Coprinellus flocculosus;https://inaturalist-open-data.s3.amazonaws.com/photos/188286385/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Helvella macropus;https://static.inaturalist.org/photos/17201342/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Roridomyces roridus;https://inaturalist-open-data.s3.amazonaws.com/photos/334185281/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Lentinus berteroi;https://inaturalist-open-data.s3.amazonaws.com/photos/234048133/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Clitocybula azurea;https://inaturalist-open-data.s3.amazonaws.com/photos/130629704/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Aspergillus niger;https://inaturalist-open-data.s3.amazonaws.com/photos/49708573/small.png;No disponible
Boyacá;Hongos;Todos;No disponible;Mycena chloroxantha;https://inaturalist-open-data.s3.amazonaws.com/photos/5733856/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Cordyceps caloceroides;https://inaturalist-open-data.s3.amazonaws.com/photos/366198099/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Cladonia lopezii;https://inaturalist-open-data.s3.amazonaws.com/photos/28983469/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Cortinarius quercoarmillatus;https://inaturalist-open-data.s3.amazonaws.com/photos/279527992/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Leratiomyces cucullatus;https://inaturalist-open-data.s3.amazonaws.com/photos/154251307/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Lobariella pallida;https://inaturalist-open-data.s3.amazonaws.com/photos/104324649/small.jpg;No disponible
Boyacá;Hongos;Todos;No disponible;Amanita cruzii;https://static.inaturalist.org/photos/32424115/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Gloiocephala quercetorum;https://inaturalist-open-data.s3.amazonaws.com/photos/185134424/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Usnea bogotensis;https://static.inaturalist.org/photos/116999997/small.jpeg;No disponible
Boyacá;Hongos;Todos;No disponible;Bolbitius excoriatus;https://inaturalist-open-data.s3.amazonaws.com/photos/259290048/small.jpg;No disponible
Boyacá;Protozoarios;Todos;Leche de Lobo;Lycogala epidendrum;https://inaturalist-open-data.s3.amazonaws.com/photos/1140317/small.jpg;No disponible
Boyacá;Protozoarios;Todos;Caca de Luna;Reticularia lycoperdon;https://inaturalist-open-data.s3.amazonaws.com/photos/10326791/small.jpeg;No disponible
Boyacá;Protozoarios;Todos;No disponible;Fuligo septica;https://inaturalist-open-data.s3.amazonaws.com/photos/13608/small.jpg;No disponible
Boyacá;Protozoarios;Todos;No disponible;Arcyria cinerea;https://inaturalist-open-data.s3.amazonaws.com/photos/325046202/small.jpg;No disponible
Boyacá;Protozoarios;Todos;No disponible;Diachea leucopodia;https://inaturalist-open-data.s3.amazonaws.com/photos/266126452/small.jpg;No disponible
Boyacá;Protozoarios;Todos;No disponible;Cribraria cancellata;https://inaturalist-open-data.s3.amazonaws.com/photos/331978535/small.jpg;No disponible
Boyacá;Protozoarios;Todos;No disponible;Leocarpus fragilis;https://inaturalist-open-data.s3.amazonaws.com/photos/251110640/small.jpg;No disponible
Boyacá;Protozoarios;Todos;No disponible;Arcyria obvelata;https://static.inaturalist.org/photos/241894193/small.jpg;No disponible
Cundinamarca;Animales;Nativa;Mirla Patinaranja;Turdus fuscater;https://inaturalist-open-data.s3.amazonaws.com/photos/20693/small.jpg;No disponible
Cundinamarca;Animales;Nativa;Copetón;Zonotrichia capensis;https://inaturalist-open-data.s3.amazonaws.com/photos/46565554/small.jpg;No disponible
Cundinamarca;Animales;Nativa;Torcaza Nagüiblanca;Zenaida auriculata;https://inaturalist-open-data.s3.amazonaws.com/photos/85633474/small.jpeg;No disponible
Cundinamarca;Animales;Nativa;Sirirí Común;Tyrannus melancholicus;https://inaturalist-open-data.s3.amazonaws.com/photos/254986834/small.jpg;No disponible
Cundinamarca;Animales;Nativa;Chulo;Coragyps atratus;https://inaturalist-open-data.s3.amazonaws.com/photos/14689662/small.jpg;No disponible
Cundinamarca;Animales;Nativa;Garzita Bueyera;Bubulcus ibis;https://inaturalist-open-data.s3.amazonaws.com/photos/278764160/small.jpg;No disponible
Cundinamarca;Animales;Nativa;Garza Real;Ardea alba;https://inaturalist-open-data.s3.amazonaws.com/photos/153876328/small.jpg;No disponible
Cundinamarca;Animales;Nativa;Birro Grande;Myiotheretes striaticollis;https://static.inaturalist.org/photos/96339720/small.jpeg;No disponible
Cundinamarca;Animales;Nativa;Terlaque Pechiazul;Andigena nigrirostris;https://static.inaturalist.org/photos/180174879/small.jpeg;No disponible
Cundinamarca;Animales;Nativa;No disponible;Tityus columbianus;https://static.inaturalist.org/photos/233304035/small.png;No disponible
Cundinamarca;Animales;Nativa;Oso de Anteojos;Tremarctos ornatus;https://inaturalist-open-data.s3.amazonaws.com/photos/187383867/small.jpg;No disponible
Cundinamarca;Animales;Nativa;No disponible;Bolitoglossa pandi;https://inaturalist-open-data.s3.amazonaws.com/photos/136189502/small.jpeg;No disponible
Cundinamarca;Animales;Nativa;No disponible;Dendropsophus padreluna;https://static.inaturalist.org/photos/33373/small.jpg;No disponible
Cundinamarca;Animales;Nativa;No disponible;Roraimomusca roraima;https://inaturalist-open-data.s3.amazonaws.com/photos/180256549/small.jpg;No disponible
Cundinamarca;Animales;Nativa;Avispa Papelera Versicolor;Polistes versicolor;https://inaturalist-open-data.s3.amazonaws.com/photos/42754245/small.jpeg;No disponible
Cundinamarca;Animales;Nativa;No disponible;Synophis lasallei;https://inaturalist-open-data.s3.amazonaws.com/photos/116232665/small.jpg;No disponible
Cundinamarca;Animales;Nativa;No disponible;Hyloxalus vergeli;https://inaturalist-open-data.s3.amazonaws.com/photos/56958248/small.jpeg;No disponible
Cundinamarca;Animales;Nativa;No disponible;Rhamma anosma;https://inaturalist-open-data.s3.amazonaws.com/photos/107851387/small.jpeg;No disponible
Cundinamarca;Animales;Nativa;No disponible;Bolitoglossa capitana;https://inaturalist-open-data.s3.amazonaws.com/photos/212025584/small.jpeg;No disponible
Cundinamarca;Animales;Nativa;No disponible;Atelopus guitarraensis;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Nativa;No disponible;Atelopus pedimarmoratus;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Nativa;No disponible;Atelopus subornatus;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Nativa;No disponible;Atelopus farci;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Nativa;No disponible;Atelopus muisca;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Nativa;No disponible;Cryptotis brachyonyx;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/mammalia-75px.png
Cundinamarca;Animales;Nativa;No disponible;Hyloxalus edwardsi;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Nativa;No disponible;Hyloxalus ruizi;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Endémica;No disponible;Bolitoglossa pandi;https://inaturalist-open-data.s3.amazonaws.com/photos/136189502/small.jpeg;No disponible
Cundinamarca;Animales;Endémica;No disponible;Dendropsophus padreluna;https://static.inaturalist.org/photos/33373/small.jpg;No disponible
Cundinamarca;Animales;Endémica;No disponible;Synophis lasallei;https://inaturalist-open-data.s3.amazonaws.com/photos/116232665/small.jpg;No disponible
Cundinamarca;Animales;Endémica;No disponible;Hyloxalus vergeli;https://inaturalist-open-data.s3.amazonaws.com/photos/56958248/small.jpeg;No disponible
Cundinamarca;Animales;Endémica;No disponible;Rhamma anosma;https://inaturalist-open-data.s3.amazonaws.com/photos/107851387/small.jpeg;No disponible
Cundinamarca;Animales;Endémica;No disponible;Bolitoglossa capitana;https://inaturalist-open-data.s3.amazonaws.com/photos/212025584/small.jpeg;No disponible
Cundinamarca;Animales;Endémica;No disponible;Atelopus guitarraensis;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Endémica;No disponible;Atelopus pedimarmoratus;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Endémica;No disponible;Atelopus subornatus;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Endémica;No disponible;Atelopus farci;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Endémica;No disponible;Atelopus muisca;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Endémica;No disponible;Cryptotis brachyonyx;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/mammalia-75px.png
Cundinamarca;Animales;Endémica;No disponible;Hyloxalus edwardsi;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
Cundinamarca;Animales;Endémica;No disponible;Hyloxalus ruizi;No disponible;https://colombia.inaturalist.org/assets/iconic_taxa/amphibia-75px.png
